-6,3,1,0,0,1,0,-1,0,1,1,0
-6,3,1,1,1,2,0,-1,-1,0,0,0
-6,3,-1,1,0,1,0,0,2,0,0,0
-2,1,1,0,1,0,1,0,-1,0,0,-1
-16,8,0,0,0,4,-3,0,0,1,3,3
-6,3,1,0,0,0,0,-1,1,0,2,0
-8,4,4,2,0,2,0,-6,0,0,2,0
-6,3,1,1,1,1,0,-1,0,-1,1,0
-2,1,1,1,0,0,1,-1,0,0,-1,0
-6,3,-1,0,1,1,0,2,0,0,0,0
-8,4,2,2,0,2,0,-4,1,0,1,0
-10,5,5,4,0,4,0,-9,0,0,1,0
-8,4,2,2,1,3,0,-3,-1,0,0,0
-6,3,-1,1,1,1,0,1,1,-1,0,0
-12,6,0,0,3,3,0,0,0,0,3,-3
-12,6,0,1,1,3,-2,0,0,-1,2,2
-10,5,3,3,0,4,0,-6,0,1,0,0
-6,3,3,0,3,3,0,0,-6,0,0,0
-6,3,-1,0,0,0,0,1,2,0,1,0
-12,6,6,6,0,6,0,-12,0,0,0,0
-8,4,0,0,1,1,0,0,1,0,2,-1
-8,4,0,1,0,2,0,-1,1,1,0,0
-8,4,2,1,0,2,0,-3,0,1,1,0
-8,4,0,2,0,2,0,-2,2,0,0,0
-4,2,0,1,1,1,1,0,0,0,-1,-1
-8,4,2,3,1,3,0,-4,0,-1,0,0
-4,2,0,1,0,0,0,0,1,-1,0,1
-6,3,1,1,2,2,0,0,-2,-1,0,0
-8,4,0,1,2,2,0,0,0,-1,1,-1
-6,3,1,-1,0,0,0,0,0,1,2,0
-4,2,0,0,0,0,0,1,0,0,0,1
-6,3,1,0,2,2,0,1,-3,0,0,0
-8,4,0,0,0,2,0,0,0,2,0,0
-4,2,2,0,1,1,0,0,-3,0,0,1
-12,6,0,0,0,2,-2,0,1,0,3,2
-24,12,0,0,0,6,-6,0,0,0,6,6
-10,5,3,4,0,4,0,-7,1,0,0,0
-4,2,0,0,0,0,1,0,1,1,0,-1
-6,3,1,0,1,1,0,0,-1,0,1,0
-10,5,1,3,0,3,0,-4,2,0,0,0
-12,6,4,4,0,5,0,-8,0,1,0,0
-8,4,0,-1,0,1,0,1,0,2,1,0
-8,4,2,0,0,1,0,-2,0,1,2,0
-28,14,0,0,0,7,-7,0,0,0,7,7
-10,5,3,4,1,4,0,-6,0,-1,0,0
-10,5,1,1,0,3,0,-2,0,2,0,0
-8,4,2,2,1,2,0,-3,0,-1,1,0
-10,5,3,2,0,3,0,-5,0,1,1,0
-8,4,0,2,1,2,0,-1,1,-1,0,0
-6,3,1,0,0,1,0,0,-1,1,0,1
-8,4,4,1,0,1,0,-5,0,0,3,0
-8,4,0,1,0,1,0,-1,2,0,1,0
-4,2,2,2,0,1,1,-3,0,0,-1,0
-10,5,3,3,0,3,0,-6,1,0,1,0
-12,6,0,0,0,3,-1,0,0,2,1,1
-16,8,0,0,0,3,-3,0,1,0,4,3
-8,4,2,0,2,3,0,0,-4,1,0,0
-8,4,-2,1,0,1,0,1,3,0,0,0
-10,5,1,0,1,2,-1,0,-1,0,2,1
-6,3,1,1,0,1,0,-1,0,0,0,1
-8,4,0,1,1,2,0,0,0,0,0,0
-8,4,-2,0,0,1,0,2,2,1,0,0
-16,8,0,1,1,4,-3,0,0,-1,3,3
-4,2,2,0,2,1,1,0,-3,0,0,-1
-6,3,1,0,1,0,0,0,0,-1,2,0
-8,4,0,0,0,1,-1,1,0,0,1,2
-8,4,0,0,0,1,0,0,1,1,1,0
-10,5,3,3,1,4,0,-5,-1,0,0,0
-14,7,7,7,0,7,0,-14,0,0,0,0
-20,10,0,0,0,5,-4,0,0,1,4,4
-12,6,6,5,0,5,0,-11,0,0,1,0
-8,4,2,1,1,2,0,-2,-1,0,1,0
-8,4,2,1,0,1,0,-3,1,0,2,0
-2,1,1,0,0,-1,1,0,0,0,0,0
-8,4,0,0,1,2,0,1,-1,1,0,0
-4,2,0,1,1,0,1,0,1,-1,0,-1
-12,6,0,0,2,3,0,0,0,1,2,-2
-8,4,2,1,2,3,0,-1,-3,0,0,0
-10,5,5,3,0,3,0,-8,0,0,2,0
-4,2,0,0,1,0,1,1,0,0,0,-1
-12,6,4,5,0,5,0,-9,1,0,0,0
-14,7,5,5,0,6,0,-10,0,1,0,0
-6,3,1,0,1,1,0,1,-2,0,0,1
-10,5,-1,0,0,2,0,1,1,2,0,0
-32,16,0,0,0,8,-8,0,0,0,8,8
-6,3,1,0,0,0,0,0,0,0,1,1
-12,6,0,0,0,2,-1,0,1,1,2,1
-8,4,0,0,-1,1,0,0,1,2,0,1
-10,5,3,2,1,3,0,-4,-1,0,1,0
-20,10,0,0,0,4,-4,0,1,0,5,4
-8,4,0,-2,0,0,0,2,0,2,2,0
-12,6,6,4,0,4,0,-10,0,0,2,0
-12,6,4,4,0,4,0,-8,1,0,1,0
-12,6,0,0,1,3,0,0,0,2,1,-1
-12,6,4,4,1,5,0,-7,-1,0,0,0
-8,4,0,1,0,2,0,0,0,1,-1,1
-12,6,0,0,0,2,-2,1,0,0,2,3
-8,4,2,-1,0,0,0,-1,0,1,3,0
-8,4,2,1,3,3,0,0,-4,-1,0,0
-16,8,0,0,0,4,-2,0,0,2,2,2
-10,5,1,2,0,2,0,-3,2,0,1,0
-12,6,2,2,0,4,0,-4,0,2,0,0
-10,5,1,1,0,2,-1,-1,0,0,1,2
-10,5,1,0,2,2,0,0,-1,0,2,-1
-8,4,0,0,0,0,0,0,2,0,2,0
-4,2,2,0,0,0,0,0,-2,0,0,2
-6,3,1,1,1,1,0,0,-1,-1,0,1
-14,7,7,6,0,6,0,-13,0,0,1,0
-8,4,2,0,2,2,0,0,-3,0,1,0
-12,6,0,1,1,3,-1,0,0,0,1,1
-10,5,1,0,1,3,0,0,-2,2,0,0
-10,5,1,1,1,3,0,-1,-1,1,0,0
-6,3,3,3,0,2,1,-5,0,0,-1,0
-10,5,5,2,0,2,0,-7,0,0,3,0
-10,5,1,1,0,2,0,-2,1,1,1,0
-12,6,4,5,1,5,0,-8,0,-1,0,0
-10,5,3,2,0,2,0,-5,1,0,2,0
-10,5,1,0,0,2,0,-1,0,2,1,0
-12,6,4,3,0,4,0,-7,0,1,1,0
-12,6,2,4,0,4,0,-6,2,0,0,0
-8,4,0,0,1,1,0,1,0,0,1,0
-16,8,8,8,0,8,0,-16,0,0,0,0
-4,2,2,1,0,0,1,-2,0,0,0,0
-14,7,5,6,0,6,0,-11,1,0,0,0
-8,4,0,1,1,1,0,0,1,-1,1,0
-4,2,0,1,0,0,1,0,1,0,-1,0
-12,6,2,3,0,4,0,-5,1,1,0,0
-8,4,2,1,1,1,0,-2,0,-1,2,0
-24,12,0,0,0,6,-5,0,0,1,5,5
-10,5,3,3,1,3,0,-5,0,-1,1,0
-6,3,3,0,2,2,0,0,-5,0,0,1
-12,6,0,1,3,3,0,0,0,-1,2,-2
-4,2,0,0,0,0,1,1,0,1,-1,0
-20,10,0,1,1,5,-4,0,0,-1,4,4
-8,4,2,0,1,1,0,-1,-1,0,2,0
-8,4,0,2,2,2,0,0,0,-2,0,0
-8,4,4,0,4,4,0,0,-8,0,0,0
-10,5,-1,2,0,2,0,-1,3,0,0,0
-10,5,3,2,2,4,0,-3,-3,0,0,0
-12,6,0,0,2,2,0,0,1,0,3,-2
-8,4,-2,0,1,1,0,3,1,0,0,0
-14,7,1,0,1,3,-2,0,-1,0,3,2
-8,4,-2,1,1,1,0,2,2,-1,0,0
-8,4,0,0,2,2,0,2,-2,0,0,0
-16,8,0,0,4,4,0,0,0,0,4,-4
-10,5,1,2,1,3,0,-2,0,0,0,0
-6,3,-1,0,0,0,0,2,1,0,0,1
-10,5,3,1,0,2,0,-4,0,1,2,0
-10,5,-1,1,0,2,0,0,2,1,0,0
-8,4,0,1,2,2,0,1,-1,-1,0,0
-8,4,2,2,0,2,0,-3,0,0,0,1
-6,3,1,1,1,1,1,-1,0,0,0,-1
-8,4,2,0,3,3,0,1,-5,0,0,0
-6,3,1,0,1,1,1,0,-1,1,0,-1
